,0,5IAL_3_TT301.50,5IAL_3_QIT301.52,5IAL_3_PIT 301.55,5IAL_3_QIT301.57,5IAL_3_PIT301.60,5IAL_3_FIT301.61MF,5IAL_3_FIT301.61VF,5IAL_3_FIT301.61D,5IAL_3_PIT301.63,5IAL_3_P301.70,5IAL_3_R301.71,5IAL_3_P301.72,5IAL_3_301.BatchName,5IAL_3_XPV301.05,5IAL_3_XPV301.06,5IAL_3_XPV301.08,5IAL_3_XPV301.09,5IAL_3_XPV301.22,5IAL_3_XPV301.35,5IAL_3_XPV301.36,5IAL_3_XPV301.42,5IAL_3_XPV301.43,5IAL_3_XPV301.46,5IAL_3_XPV301.53,5IAL_3_XPV301.54,5IAL_3_XPV301.63,5IAL_3_LSL301.51,5IAL_3_LSL301.53,5IAL_3_GSC301.44,5IAL_3_GSO301.44,5IAL_3_LSL301.64,5IAL_3_LSL301.68,5IAL_3_LSLL301.69,5IAL_3_301.OCCUPIED,5IAL_3_LIT301.54,5IAL_3_LSH301.56,5IAL_3_XPV301.13,5IAL_3_WY301.54
0,2023-04-26 06:01:00,  20.07,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00182,   2.14,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
1,2023-04-26 06:02:00,  20.07,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.47,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
2,2023-04-26 06:03:00,  20.06,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00186,   2.46,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
3,2023-04-26 06:04:00,  20.07,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.45,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
4,2023-04-26 06:05:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.44,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
5,2023-04-26 06:06:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00181,   2.44,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
6,2023-04-26 06:07:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.43,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
7,2023-04-26 06:08:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.42,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
8,2023-04-26 06:09:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00186,   2.41,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
9,2023-04-26 06:10:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.40,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
10,2023-04-26 06:11:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00181,   2.39,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
11,2023-04-26 06:12:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00183,   2.38,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
12,2023-04-26 06:13:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00181,   2.38,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
13,2023-04-26 06:14:00,  20.08,   9.39,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00182,   2.37,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
14,2023-04-26 06:15:00,  20.09,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00184,   2.36,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
15,2023-04-26 06:16:00,  20.08,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00179,   2.35,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
16,2023-04-26 06:17:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00182,   2.34,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
17,2023-04-26 06:18:00,  20.08,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00182,   2.34,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
18,2023-04-26 06:19:00,  20.09,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00182,   2.33,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
19,2023-04-26 06:20:00,  20.09,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00181,   2.32,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
20,2023-04-26 06:21:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00182,   2.31,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
21,2023-04-26 06:22:00,  20.08,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00181,   2.31,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
22,2023-04-26 06:23:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00176,   2.30,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
23,2023-04-26 06:24:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00179,   2.29,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
24,2023-04-26 06:25:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00179,   2.28,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
25,2023-04-26 06:26:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00178,   2.28,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
26,2023-04-26 06:27:00,  20.11,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00177,   2.27,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
27,2023-04-26 06:28:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00180,   2.26,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
28,2023-04-26 06:29:00,  20.11,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00181,   2.26,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
29,2023-04-26 06:30:00,  20.11,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00178,   2.25,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
30,2023-04-26 06:31:00,  20.11,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00179,   2.24,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
31,2023-04-26 06:32:00,  20.11,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00180,   2.24,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
32,2023-04-26 06:33:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00178,   2.23,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
33,2023-04-26 06:34:00,  20.10,   9.40,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00178,   2.22,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
34,2023-04-26 06:35:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00179,   2.21,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
35,2023-04-26 06:36:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00179,   2.21,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
36,2023-04-26 06:37:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00175,   2.20,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
37,2023-04-26 06:38:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00173,   2.20,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
38,2023-04-26 06:39:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00176,   2.19,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
39,2023-04-26 06:40:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00176,   2.49,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
40,2023-04-26 06:41:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00178,   2.47,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
41,2023-04-26 06:42:00,  20.11,   9.41,  -0.02,   0.27,  -0.00,  0.000,   0.00, .00174,   2.47,   0.00,   0.00,   0.00,,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   0,   1,   0,   0,   0,   0,  -1.22,   0,   0.00,   0.00
